Posted_On,Bedrooms,Rent,Size,Floor,Total_floor,Area_type,Area_locality,City,Furnishing_Status,Tenant_Preferred,Bathroom,Point_of_Contact
2022-06-04,2,250,800,1,4,Super Area,Bilekahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-20,1,116.67,400,1,2,Super Area,Mathikere,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-23,1,83.33,144,1,1,Super Area,Padmanabha Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-27,1,300,600,2,4,Super Area,"Itpl, Whitefield",Bangalore,Furnished,Bachelors/Family,1,Contact Owner
2022-05-27,3,750,2200,2,4,Carpet Area,"Hsr Layout Sector 6, HSR Layout",Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
2022-07-07,2,350,1005,2,5,Carpet Area,Indira Nagar,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-06-20,2,166.67,1200,1,1,Super Area,Ramamurthy Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-19,2,250,1180,1,5,Super Area,Bommanahalli,Bangalore,Semi-Furnished,Family,2,Contact Owner
2022-05-19,2,183.33,900,2,3,Super Area,T Dasarahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-30,1,125,500,1,2,Carpet Area,Hosa Road Junction,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-07-08,3,366.67,1100,2,4,Carpet Area,"East Of Ngef Layout, Bennigana Halli",Bangalore,Semi-Furnished,Family,2,Contact Owner
2022-05-31,2,283.33,1100,1,3,Super Area,"Malleshpalya, Kaggadasapura",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-27,1,100,400,3,4,Super Area,Parappana Agrahara,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-27,2,333.33,1250,3,4,Super Area,"Ags Layout, Hebbal",Bangalore,Semi-Furnished,Family,2,Contact Owner
2022-05-23,2,300,600,1,2,Super Area,Marathahalli,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-23,2,216.67,780,1,3,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-07-06,2,633.33,1274,9,32,Carpet Area,Kanakapura Road,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-16,2,600,1200,1,4,Carpet Area,whitefield,Bangalore,Furnished,Bachelors/Family,2,Contact Agent
2022-06-20,1,125,400,3,4,Super Area,Chikkalasandra,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-20,1,150,500,1,4,Super Area,Maruthi Sevanagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-04,3,300,1100,11,18,Carpet Area,Doddabanahalli,Bangalore,Semi-Furnished,Bachelors,3,Contact Owner
2022-06-30,1,108.33,700,1,4,Super Area,"Electronic City Phase 2, Electronic City",Bangalore,Unfurnished,Bachelors,1,Contact Owner
2022-07-04,2,100,600,2,3,Super Area,Chikkabanavara,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-09,2,300,1200,3,10,Carpet Area,Kodigenahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-16,2,200,900,2,4,Super Area,"Shivananda Nagar, Vijayanagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-12,3,1250,1850,6,11,Carpet Area,"Jaya Nagar Block 8, Jayanagar",Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
2022-06-04,2,416.67,900,1,1,Super Area,Kammanahalli,Bangalore,Unfurnished,Family,2,Contact Owner
2022-06-16,2,333.33,1050,2,4,Super Area,Hulimavu,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-27,2,133.33,1200,2,3,Super Area,Vidyaranyapura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-27,2,183.33,600,2,4,Super Area,Electronic City,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-07-09,3,1083.33,1480,7,14,Carpet Area,"Dodda Nekkundi Extension, Kartik Nagar, Outer Ring Road",Bangalore,Furnished,Family,2,Contact Agent
2022-05-23,1,100,400,4,5,Super Area,Kasturi Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-30,4,2666.67,4500,4,4,Carpet Area,Langford Gardens,Bangalore,Unfurnished,Bachelors,4,Contact Agent
2022-06-29,1,183.33,600,1,3,Super Area,"Maruthi Extesnion, Rajajinagar",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-11,2,333.33,1100,1,5,Super Area,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-04,1,91.67,600,1,3,Super Area,Rayasandra,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-04,3,200,1100,6,7,Super Area,"Shampura, Kaval Byrasandra",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-07-04,3,358.33,1320,3,4,Super Area,Bommasandra,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-19,2,155,500,2,4,Super Area,Rajajinagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-19,1,100,600,1,2,Super Area,Choodasandra,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-27,2,216.67,650,1,4,Super Area,Arakere,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-20,1,116.67,300,3,3,Carpet Area,New Thippasandra,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-20,2,233.33,1000,1,4,Super Area,Battarahalli,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-20,2,233.33,1200,1,3,Super Area,"A Narayanapura, Mahadevapura",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-12,1,100,650,2,6,Super Area,Banashankari,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-04,1,208.33,600,1,1,Super Area,New Bel Road,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-04-28,1,116.67,400,2,7,Carpet Area,Gunjur,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
2022-06-04,2,216.67,1000,2,3,Super Area,Anantapura,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-07-07,2,333.33,1100,2,3,Carpet Area,Hulimavu,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-23,2,400,1300,2,3,Super Area,"Ombr Layout, Banaswadi",Bangalore,Unfurnished,Bachelors,2,Contact Owner
2022-04-28,1,100,600,3,3,Super Area,Hongasandra,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-19,2,250,800,1,6,Super Area,Chamrajpet,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-30,2,333.33,1115,2,4,Super Area,Sahakara Nagar,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-05-31,2,283.33,1060,1,5,Carpet Area,K R Puram,Bangalore,Unfurnished,Bachelors,2,Contact Owner
2022-05-19,3,583.33,1278,3,7,Super Area,Mathikere,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-04,3,366.67,1500,2,4,Super Area,Kanakapura Road,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-07-04,2,300,1000,2,3,Carpet Area,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors,2,Contact Agent
2022-06-08,4,2000,4105,11,25,Carpet Area,Hebbal,Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Agent
2022-06-27,2,166.67,800,1,5,Super Area,Adugodi,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-19,2,133.33,500,1,3,Super Area,Vijayanagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-23,2,158.33,700,1,4,Super Area,Chikkalasandra,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-22,2,150,1055,1,1,Carpet Area,Sathnur,Bangalore,Semi-Furnished,Bachelors,2,Contact Agent
2022-06-30,3,516.67,1325,1,10,Carpet Area,"Jalahalli, Jalahalli, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-29,2,233.33,950,2,4,Super Area,Electronic City,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-28,1,116.67,450,1,4,Carpet Area,Banjara Layout,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-10,3,400,1200,1,3,Super Area,Banaswadi,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-24,1,133.33,400,2,3,Carpet Area,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-14,1,366.67,400,1,3,Super Area,Indira Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-04-29,2,200,600,1,2,Super Area,Vijay Enclave,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-04,1,83.33,500,1,2,Super Area,Vidyaranyapura,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-14,1,100,400,3,4,Super Area,Hongasandra,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-23,2,500,1100,2,5,Super Area,Maruthi Sevanagar,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-05-23,2,200,650,2,4,Super Area,Bommanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-23,2,250,600,2,3,Super Area,Ejipura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-04,2,233.33,800,1,3,Super Area,Hongasandra,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-06-04,1,366.67,460,3,5,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-05-31,2,666.67,1380,2,9,Carpet Area,"Hal Layout, Hosur Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-22,1,200,500,1,3,Super Area,Banaswadi,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-04,2,250,825,1,2,Super Area,Hulimavu,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-23,2,158.33,700,2,6,Super Area,Varthur,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-27,2,250,1110,1,2,Carpet Area,Subramanyapura,Bangalore,Unfurnished,Bachelors,2,Contact Owner
2022-07-04,2,250,800,2,4,Super Area,"Panduranga Nagar, bannerghatta main Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-20,2,166.67,810,1,2,Super Area,Vijayanagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-27,4,250,1150,1,3,Super Area,Yelahanka New Town,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-19,1,116.67,700,3,4,Super Area,Mailasandar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-07-04,1,166.67,300,2,3,Super Area,CV Raman Nagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-27,3,449.48,1400,4,14,Super Area,"Hoodi, Hoodi",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-12,1,133.33,450,2,3,Carpet Area,Channasandra,Bangalore,Unfurnished,Bachelors,1,Contact Owner
2022-07-06,3,866.67,1603,26,32,Carpet Area,Kanakapura Road,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-07-05,3,500,1500,1,1,Super Area,Ulsoor Road,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-20,1,108.33,200,4,4,Super Area,Mahadevapura,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
2022-06-20,3,366.67,1500,1,5,Super Area,J P Nagar,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
2022-06-20,1,166.67,600,1,3,Super Area,Rajajinagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-20,1,100,150,3,4,Super Area,Malleshwaram,Bangalore,Furnished,Bachelors/Family,1,Contact Owner
2022-05-19,2,216.67,750,1,4,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-19,2,300,1300,1,4,Super Area,Basavanapura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-19,4,500,1900,3,5,Super Area,Bommanahalli,Bangalore,Unfurnished,Bachelors/Family,3,Contact Owner
2022-05-17,2,166.67,300,1,4,Carpet Area,"Aditya Nagar-Vidyaranyapura, Vidyaranyapura",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-04-28,1,250,700,2,4,Super Area,Varthur,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-12,2,1166.67,1325,12,16,Carpet Area,Koramangala Block 1,Bangalore,Semi-Furnished,Family,2,Contact Agent
2022-06-12,2,316.67,894,3,4,Carpet Area,Amrutahalli,Bangalore,Unfurnished,Bachelors,2,Contact Owner
2022-06-11,2,333.33,1100,3,4,Super Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-20,2,150,600,1,4,Super Area,Begur,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-19,1,83.33,500,1,2,Super Area,Vijayanagar,Bangalore,Furnished,Bachelors/Family,1,Contact Owner
2022-07-07,2,458.33,1000,4,4,Carpet Area,ITI Layout,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-06-27,2,266.67,850,1,3,Super Area,Thambuchetty Palya,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-05,1,200,400,3,3,Carpet Area,"Pai Layout-Hulimavu, Hulimavu",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-07-09,3,1250,2400,5,14,Carpet Area,Outer Ring Road,Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Agent
2022-05-19,2,333.33,1200,1,4,Super Area,Btm Layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-20,1,116.67,500,1,2,Super Area,Varanasi,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-20,1,183.33,550,1,2,Super Area,Hebbal Kempapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-11,1,225,450,1,4,Carpet Area,Nagarbhavi,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
2022-06-16,1,283.33,430,4,5,Super Area,Garvebhavi Palya,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-07-04,3,916.67,2430,4,5,Super Area,Halasuru,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-27,1,216.67,500,4,5,Super Area,Electronic City,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-05-27,2,183.33,600,2,5,Super Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-14,2,266.67,805,5,6,Carpet Area,"Mallasandra, Jalahalli West",Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-05-10,2,391.67,950,6,8,Super Area,Bilekahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-22,2,141.67,1000,1,1,Carpet Area,"Kattigenahalli, Bellary Road",Bangalore,Unfurnished,Bachelors,2,Contact Agent
2022-05-05,3,500,1350,14,14,Super Area,Mylasandra,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
2022-07-02,3,366.67,1500,2,4,Carpet Area,Rajarajeshwari Nagar,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-05-12,2,250,1000,1,3,Carpet Area,Ramamurthy Nagar,Bangalore,Unfurnished,Bachelors,2,Contact Owner
2022-05-19,3,250,800,1,3,Super Area,Kithiganur,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-19,2,166.67,1000,1,2,Carpet Area,Kamala Nagar,Bangalore,Unfurnished,Bachelors,1,Contact Owner
2022-06-20,2,208.33,800,2,3,Super Area,Nagondanahalli,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-06-29,3,400,1550,1,2,Carpet Area,Byrathi,Bangalore,Semi-Furnished,Bachelors,3,Contact Owner
2022-07-04,2,533.33,1000,1,5,Super Area,Guttahalli,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-07-04,2,316.67,800,1,4,Super Area,whitefield,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-05,1,150,700,1,4,Super Area,"Bikasipura, kanakapura Road",Bangalore,Furnished,Bachelors/Family,1,Contact Owner
2022-06-20,2,91.67,500,7,10,Super Area,Laggere,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-07-08,1,250,500,2,3,Carpet Area,"Hsr Layout Sector 3, HSR Layout",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-30,2,233.33,900,1,4,Super Area,"Seetharampalya, Hoodi",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-04,3,450,1200,2,3,Super Area,"Jp Nagar Phase 7, J P Nagar",Bangalore,Unfurnished,Bachelors,2,Contact Owner
2022-05-27,2,233.33,1000,1,2,Super Area,Thanisandra,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-06,3,716.67,1680,4,9,Carpet Area,Sarjapur Road,Bangalore,Unfurnished,Bachelors,3,Contact Agent
2022-06-16,2,500,1100,2,5,Carpet Area,"Kaggadasapura, Indira nagar",Bangalore,Semi-Furnished,Bachelors,2,Contact Agent
2022-06-30,2,833.33,1200,1,5,Carpet Area,Lavelle Road,Bangalore,Furnished,Bachelors,1,Contact Agent
2022-06-25,1,250,900,1,3,Carpet Area,"Manyata Residency, Thanisandra",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-24,3,416.67,1600,3,4,Carpet Area,"Vijaya Bank Colony -Bilekahalli, Bilekahalli",Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
2022-06-30,2,425,1475,4,9,Carpet Area,"Royal Lakefront Phase-3 North, JP Nagar Phase 8",Bangalore,Furnished,Bachelors/Family,2,Contact Agent
2022-05-14,1,100,300,1,2,Super Area,Abbigere,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-14,1,83.33,400,1,2,Super Area,Vaderahalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-23,1,166.67,550,1,4,Super Area,Btm Layout,Bangalore,Semi-Furnished,Family,1,Contact Owner
2022-05-23,1,250,400,1,5,Super Area,"Nallurhalli, Whitefield, Borewell Road",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-04,1,83.33,500,1,2,Super Area,T Dasarahalli,Bangalore,Unfurnished,Family,1,Contact Owner
2022-05-12,3,283.33,1200,2,2,Super Area,"Maruthi Nagar-Yelahanka, Yelahanka",Bangalore,Unfurnished,Bachelors/Family,3,Contact Owner
2022-05-23,2,233.33,1300,2,4,Super Area,"Chuchangatta Colony, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-08,3,583.33,2100,1,2,Super Area,Srinivaspura,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
2022-05-10,2,583.33,800,9,10,Carpet Area,Ashok Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-16,2,266.67,800,1,4,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-07-06,4,2166.67,4341,9,15,Carpet Area,Arakere,Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Agent
2022-06-04,2,583.33,1300,3,5,Super Area,Jayanagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-16,1,166.67,400,2,2,Carpet Area,Halasuru,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-19,2,200,800,1,3,Super Area,Ramamurthy Nagar,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-04,2,175,1000,1,3,Super Area,Banashankari,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-27,1,133.33,400,1,5,Super Area,"Hennur, Hennur Bagalur Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-23,2,250,1100,1,5,Carpet Area,"Kaggadasapura, Indira nagar",Bangalore,Semi-Furnished,Bachelors,2,Contact Agent
2022-07-06,2,416.67,1200,4,4,Carpet Area,Hsr Layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-23,2,150,600,1,2,Super Area,Mathikere,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-23,2,500,1700,1,3,Super Area,Sanjay Nagar Stage 2,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-30,2,366.67,846,2,4,Carpet Area,Ramachandrapuram Rajajinagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-29,2,233.33,1100,1,3,Super Area,Kyalasanahalli,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-07-08,2,200,700,1,2,Carpet Area,"Chamundeshwari Layout, Arakere",Bangalore,Semi-Furnished,Family,1,Contact Owner
2022-06-26,2,166.67,110,1,1,Carpet Area,Kengeri,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-04-29,3,416.67,900,1,1,Super Area,Kalyan Nagar,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-07-07,1,416.67,420,17,18,Carpet Area,Haralur Road,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent
2022-06-20,2,266.67,800,1,4,Super Area,J P Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-08,3,1000,1500,3,4,Carpet Area,Indira Nagar,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
2022-06-04,1,116.67,900,3,4,Super Area,Vijayanagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-27,3,350,1600,1,4,Super Area,Bilekahalli,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-31,4,4166.67,5700,24,25,Carpet Area,whitefield,Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Agent
2022-07-09,1,316.67,625,2,4,Carpet Area,"Hsr Layout Sector 2, HSR Layout",Bangalore,Unfurnished,Bachelors,1,Contact Agent
2022-04-29,4,708.33,1760,1,4,Carpet Area,Sun City Layout,Bangalore,Unfurnished,Bachelors/Family,3,Contact Owner
2022-05-19,2,183.33,600,1,3,Super Area,Nagarbhavi,Bangalore,Furnished,Bachelors,1,Contact Owner
2022-05-19,2,300,1200,3,4,Super Area,Annapurneshwari Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-19,1,71.67,300,2,4,Super Area,Ragavendra Nagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-04,2,150,900,2,4,Super Area,Attiguppe,Bangalore,Furnished,Family,1,Contact Owner
2022-05-27,1,116.67,450,1,2,Super Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-12,2,250,1050,2,2,Carpet Area,"Mcechs Layout, Jakkuru",Bangalore,Semi-Furnished,Family,2,Contact Owner
2022-05-07,1,80,580,1,1,Super Area,Kengeri,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-10,2,250,600,1,3,Carpet Area,Kalkere,Bangalore,Unfurnished,Bachelors,2,Contact Owner
2022-06-20,1,300,550,3,6,Carpet Area,Marathahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-06-20,2,375,1115,1,4,Super Area,"Abbiareddy Layout, Kaggadasapura",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-23,1,158.33,300,2,3,Carpet Area,Yemalur,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-30,2,200,1200,1,3,Carpet Area,Abbigere,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-06,1,150,900,3,5,Carpet Area,"Btm Layout Stage 2, BTM Layout",Bangalore,Semi-Furnished,Bachelors,1,Contact Agent
2022-05-23,3,416.67,1400,1,7,Super Area,"Kaggadasapura, Indira nagar",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-05-23,1,150,400,1,3,Super Area,C V Raman Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-23,2,183.33,900,3,4,Super Area,Arakere,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-19,1,208.33,500,1,3,Super Area,Seshadripuram,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-07-05,3,350,1360,1,4,Super Area,whitefield,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-14,3,294.68,1110,3,5,Super Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-23,3,466.67,2400,3,4,Super Area,Virupakshapura,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-07-06,3,500,1700,19,26,Carpet Area,Kanakapura Road,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-06-16,2,416.67,980,17,19,Super Area,Mysore Road,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-06-27,2,216.67,600,1,2,Super Area,Ramaswami Palya kammanhalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-15,2,133.33,200,2,2,Carpet Area,"Mallathahalli, Outer Ring Road",Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-07-09,3,583.33,1300,3,4,Carpet Area,Benson Town,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-19,1,133.33,750,1,3,Super Area,K R Puram,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-19,2,166.67,850,2,4,Super Area,Cox Town,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-19,1,191.67,600,3,4,Super Area,J P Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-07-09,4,2333.33,3100,9,22,Super Area,"Dollars Colony-Rmv Extension Stage 2, RMV Extension Stage 2",Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Agent
2022-06-21,2,100,660,2,3,Super Area,Electronic City,Bangalore,Unfurnished,Bachelors,1,Contact Owner
2022-05-24,2,183.33,600,1,3,Carpet Area,Battarahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-04,1,66.67,250,2,3,Super Area,Btm Layout,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-27,2,233.33,1200,1,2,Super Area,Ramamurthy Nagar,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-07-09,2,400,630,2,5,Carpet Area,Halasuru,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-23,2,183.33,840,1,3,Super Area,"Dooravani Nagar, Dooravani Nagar",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-23,2,166.67,500,0,4,Carpet Area,Marathahalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-31,3,1033.33,1680,4,15,Carpet Area,Hebbal,Bangalore,Semi-Furnished,Bachelors,3,Contact Owner
